Games e tecnologia;Fácil;Qual empresa desenvolveu o jogo 'Minecraft'?;Mojang;Valve;Epic Games;Ubisoft;A;'Minecraft' foi criado pela Mojang, estúdio sueco fundado por Markus Persson.
Games e tecnologia;Fácil;Qual console foi lançado junto com o jogo 'Super Mario 64'?;Super Nintendo;Nintendo 64;Wii;GameCube;B;'Super Mario 64' foi o título de lançamento do Nintendo 64 em 1996.
Games e tecnologia;Fácil;Qual é o nome do protagonista da série 'The Legend of Zelda'?;Zelda;Ganon;Link;Epona;C;Apesar do nome da série, o herói principal é Link.
Games e tecnologia;Fácil;Qual empresa desenvolveu a franquia 'The Sims'?;Maxis;Ubisoft;Konami;Rockstar;A;A franquia 'The Sims' foi criada pela Maxis e publicada pela EA.
Games e tecnologia;Fácil;Qual desses é um console da Sony?;Xbox One;Nintendo Switch;PlayStation 5;Wii U;C;O PlayStation 5 é o console de nova geração da Sony.
Games e tecnologia;Fácil;Em qual jogo você encontra o personagem 'Kratos'?;God of War;Assassin’s Creed;The Witcher;Dark Souls;A;Kratos é o protagonista da série 'God of War'.
Games e tecnologia;Fácil;Qual é o nome do personagem principal de 'Halo'?;Doomguy;Marcus Fenix;Master Chief;Cortana;C;Master Chief é o herói da série 'Halo'.
Games e tecnologia;Fácil;Qual empresa criou o sistema operacional Windows?;Apple;Google;IBM;Microsoft;D;O Windows é desenvolvido pela Microsoft desde os anos 80.
Games e tecnologia;Fácil;O que significa a sigla 'CPU'?;Central Personal Unit;Central Processing Unit;Control Panel User;Core Processing Utility;B;CPU significa Unidade Central de Processamento.
Games e tecnologia;Fácil;Qual jogo se passa em uma cidade chamada Los Santos?;Watch Dogs;GTA V;Mafia;Sleeping Dogs;B;Los Santos é a cidade fictícia principal de 'Grand Theft Auto V'.
Games e tecnologia;Fácil;Qual empresa fabrica os consoles Xbox?;Sony;Nintendo;Sega;Microsoft;D;A Microsoft é responsável pela linha de consoles Xbox.
Games e tecnologia;Fácil;Em qual jogo o personagem Sonic aparece?;Donkey Kong;Crash Bandicoot;Sonic the Hedgehog;Pac-Man;C;Sonic é o mascote da Sega e estrela sua própria franquia.
Games e tecnologia;Fácil;O que é um 'smartphone'?;Telefone com câmera;Telefone com tela colorida;Telefone inteligente;Telefone fixo;C;Smartphone é um telefone com funções avançadas, como internet e apps.
Games e tecnologia;Fácil;Qual empresa produz os chips gráficos GeForce?;AMD;Intel;Microsoft;NVIDIA;D;A NVIDIA é líder no mercado de GPUs com sua linha GeForce.
Games e tecnologia;Fácil;Qual é o nome do criador do Facebook?;Elon Musk;Jeff Bezos;Mark Zuckerberg;Steve Jobs;C;Mark Zuckerberg fundou o Facebook em 2004.
Games e tecnologia;Fácil;Qual dispositivo é usado para realidade virtual?;Joystick;Teclado;Mouse;Óculos VR;D;Óculos de realidade virtual como o Oculus Quest criam ambientes imersivos.
Games e tecnologia;Fácil;Qual desses jogos pertence à franquia 'Call of Duty'?;Battlefield;Warzone;Valorant;PUBG;B;'Call of Duty: Warzone' é um dos modos mais populares da franquia.
Games e tecnologia;Fácil;Qual é o nome da assistente virtual da Amazon?;Cortana;Alexa;Siri;Bixby;B;Alexa é a assistente inteligente da Amazon.
Games e tecnologia;Fácil;O que significa a sigla 'USB'?;Universal Serial Bus;User Secure Block;Ultra System Board;Unified Signal Backup;A;USB é uma tecnologia padrão para conectar periféricos.
Games e tecnologia;Fácil;Qual empresa é responsável pela série 'Assassin’s Creed'?;Rockstar;Bethesda;Ubisoft;EA;C;A Ubisoft é a desenvolvedora da franquia 'Assassin’s Creed'.
Games e tecnologia;Fácil;Qual console foi lançado pela Nintendo em 2006 com sensor de movimento?;GameCube;Switch;Wii;DS;C;O Nintendo Wii foi inovador por usar sensores de movimento.
Games e tecnologia;Fácil;Qual é o objetivo principal no jogo 'Tetris'?;Atirar nos blocos;Destruir inimigos;Combinar cores;Encaixar peças;D;'Tetris' consiste em encaixar blocos de diferentes formas.
Games e tecnologia;Fácil;O que significa a sigla 'HD' em TVs?;Hard Display;High Definition;Horizontal Display;Hyper Device;B;'HD' significa Alta Definição de imagem.
Games e tecnologia;Fácil;Qual personagem é conhecido por coletar anéis dourados?;Mario;Crash;Sonic;Donkey Kong;C;Sonic é famoso por sua velocidade e por coletar anéis.
Games e tecnologia;Fácil;Qual franquia possui criaturas chamadas 'Creepers'?;Terraria;Minecraft;Roblox;Rust;B;Creepers são inimigos explosivos no universo de 'Minecraft'.
Games e tecnologia;Fácil;Qual empresa criou o navegador Chrome?;Microsoft;Mozilla;Google;Apple;C;O Google Chrome foi lançado em 2008.
Games e tecnologia;Fácil;O que é um 'mod' em jogos?;Erro de sistema;Modo de trapaça;Atualização oficial;Modificação criada por usuários;D;Mods são alterações criadas por fãs ou comunidades.
Games e tecnologia;Fácil;Qual plataforma é usada para assistir transmissões de jogos ao vivo?;Netflix;Twitch;Zoom;Discord;B;Twitch é a plataforma líder em streaming de games.
Games e tecnologia;Fácil;Quem é o mascote clássico da Nintendo?;Crash;Pikachu;Mario;Link;C;Mario é o personagem mais conhecido da Nintendo.
Games e tecnologia;Fácil;O que é um joystick?;Tipo de mouse;Controle de videogame;Peça do computador;Sistema de som;B;Joystick é um controle usado para interagir com jogos.
Games e tecnologia;Fácil;Qual jogo mobile popular usa criaturas chamadas 'Impostors'?;Subway Surfers;Among Us;Free Fire;PUBG;B;'Among Us' se tornou popular durante a pandemia.
Games e tecnologia;Fácil;Qual dispositivo é usado para digitar em um computador?;Mouse;Joystick;Teclado;Monitor;C;O teclado é usado para inserir dados e comandos.
Games e tecnologia;Fácil;Qual empresa é responsável pela franquia 'FIFA'?;Ubisoft;KONAMI;Electronic Arts (EA);Rockstar;C;'FIFA' é uma série de futebol publicada pela EA Sports.
Games e tecnologia;Fácil;Qual personagem é o rival do Mario?;Bowser;Luigi;Sonic;Donkey Kong;A;Bowser é o principal vilão da série Mario.
Games e tecnologia;Fácil;Em qual jogo você pode construir e batalhar no modo Battle Royale?;Minecraft;Valorant;Fortnite;Apex Legends;C;Fortnite é famoso por sua jogabilidade de construção e batalha.
Games e tecnologia;Fácil;O que é um 'bug' em um jogo?;Atualização;Erro ou falha;Truque secreto;Nível extra;B;'Bug' é um termo para erros de funcionamento em jogos ou sistemas.
Games e tecnologia;Fácil;Qual dos itens a seguir é um periférico?;Placa-mãe;Teclado;Processador;Fonte;B;Periféricos são acessórios como teclado, mouse e monitor.
Games e tecnologia;Fácil;Qual é o nome do vilão principal em 'The Legend of Zelda'?;Ganondorf;Bowser;Ridley;Sephiroth;A;Ganondorf é o principal antagonista da série Zelda.
Games e tecnologia;Fácil;Qual é o nome do assistente virtual da Apple?;Siri;Alexa;Bixby;Cortana;A;Siri é o assistente de voz nativo do iOS.
Games e tecnologia;Fácil;Qual é a principal função de um antivírus?;Melhorar gráficos;Aumentar volume;Proteger o computador;Instalar jogos;C;O antivírus detecta e remove ameaças digitais.
Games e tecnologia;Fácil;Qual item é essencial para armazenar arquivos em um computador?;Webcam;Impressora;Pen Drive;Caixa de som;C;O Pen Drive é uma unidade portátil de armazenamento.
Games e tecnologia;Fácil;Qual personagem de jogos é conhecido por dizer 'It's-a me, Mario!'?;Luigi;Wario;Mario;Yoshi;C;A frase icônica é dita por Mario desde os anos 90.
Games e tecnologia;Fácil;Qual jogo simula a vida de um fazendeiro?;Farming Simulator;Among Us;Subway Surfers;Need for Speed;A;'Farming Simulator' permite gerenciar uma fazenda virtual.
Games e tecnologia;Fácil;Qual é o nome da plataforma de jogos da Valve?;Origin;Steam;Epic Store;GOG;B;Steam é a plataforma digital de distribuição de jogos da Valve.
Games e tecnologia;Fácil;Qual desses é um navegador de internet?;Word;Photoshop;Chrome;PowerPoint;C;O Google Chrome é um dos navegadores mais usados do mundo.
Games e tecnologia;Fácil;Qual personagem é famoso por capturar pokémons?;Goku;Naruto;Ash Ketchum;Sonic;C;Ash é o protagonista da série animada Pokémon.
Games e tecnologia;Fácil;O que é Wi-Fi?;Conexão sem fio;Tipo de jogo;Modelo de celular;Software antivírus;A;Wi-Fi é uma tecnologia de conexão sem fio com a internet.
Games e tecnologia;Fácil;Qual desses é um jogo de corrida?;Street Fighter;FIFA;Mario Kart;The Sims;C;'Mario Kart' é um jogo de corrida da Nintendo.
Games e tecnologia;Fácil;Qual franquia apresenta personagens chamados 'Champions'?;Overwatch;League of Legends;CS:GO;Roblox;B;Champions são os personagens controlados pelos jogadores em LoL.
Games e tecnologia;Fácil;O que é um 'headset'?;Controle de jogo;Monitor;Fone com microfone;Câmera;C;Headsets combinam fone de ouvido com microfone para comunicação.
Games e tecnologia;Fácil;Qual dessas plataformas é usada para reuniões virtuais?;Steam;Discord;Twitch;Photoshop;B;Discord é usado tanto para jogos quanto para reuniões por voz ou vídeo.
Games e tecnologia;Média;Qual jogo da série 'Zelda' foi lançado para o Nintendo Switch em 2017?;Twilight Princess;Ocarina of Time;Breath of the Wild;Skyward Sword;C;'The Legend of Zelda: Breath of the Wild' foi lançado junto com o Nintendo Switch.
Games e tecnologia;Média;Qual é o nome do serviço de assinatura de jogos da Microsoft?;PlayStation Plus;Xbox Game Pass;Steam Pass;Microsoft Arcade;B;O Xbox Game Pass permite acesso a centenas de jogos por assinatura.
Games e tecnologia;Média;Quem é o criador do jogo 'Minecraft'?;Markus Persson;Gabe Newell;Tim Sweeney;Notch Games;A;Markus 'Notch' Persson criou o jogo em 2009.
Games e tecnologia;Média;Qual linguagem de programação é usada no desenvolvimento de jogos com Unity?;C++;Java;C#;Python;C;Unity utiliza principalmente a linguagem C#.
Games e tecnologia;Média;Qual empresa comprou a Bethesda em 2020?;Sony;Epic Games;Microsoft;Valve;C;A Microsoft adquiriu a ZeniMax Media, controladora da Bethesda.
Games e tecnologia;Média;Qual é o nome do jogo de cartas colecionáveis da Blizzard?;Magic: The Gathering;Yu-Gi-Oh!;Hearthstone;Legends of Runeterra;C;'Hearthstone' é baseado no universo de Warcraft.
Games e tecnologia;Média;O que é um 'AAA game'?;Jogo antigo;Jogo de cartas;Jogo de altíssimo orçamento e produção;Jogo 2D;C;AAA (Triple A) se refere a jogos com altos custos de desenvolvimento.
Games e tecnologia;Média;Qual desses jogos foi desenvolvido pela FromSoftware?;Bloodborne;The Witcher 3;Skyrim;Dragon Age;A;FromSoftware é conhecida por jogos desafiadores como Bloodborne e Dark Souls.
Games e tecnologia;Média;Qual jogo indie foi sucesso de crítica e apresenta um cavaleiro em um mundo subterrâneo?;Celeste;Hollow Knight;Limbo;Dead Cells;B;'Hollow Knight' é um metroidvania elogiado por sua arte e jogabilidade.
Games e tecnologia;Média;Em que país foi fundada a empresa Nintendo?;China;Estados Unidos;Japão;Coreia do Sul;C;A Nintendo foi fundada no Japão em 1889.
Games e tecnologia;Média;Qual é o nome do sistema operacional de código aberto mais popular?;Windows;macOS;Linux;Android;C;Linux é um sistema de código aberto amplamente utilizado.
Games e tecnologia;Média;Qual jogo da Rockstar se passa no Velho Oeste?;GTA V;Bully;Red Dead Redemption;Max Payne;C;'Red Dead Redemption' é ambientado no Velho Oeste americano.
Games e tecnologia;Média;O que significa 'FPS' em jogos?;Fast Pixel Sync;First Player Setup;Frames Per Second;First-Person Shooter;D;FPS pode significar 'First-Person Shooter', um gênero de tiro em primeira pessoa.
Games e tecnologia;Média;Qual dessas tecnologias permite traçado de raios em tempo real?;DLSS;V-Sync;Ray Tracing;Tessellation;C;Ray Tracing permite iluminação e sombras mais realistas.
Games e tecnologia;Média;Quem é o fundador da Tesla e da SpaceX?;Mark Zuckerberg;Bill Gates;Elon Musk;Jeff Bezos;C;Elon Musk é o CEO da Tesla e da SpaceX.
Games e tecnologia;Média;Qual jogo é conhecido por sua dificuldade e pela frase 'You Died'?;Dark Souls;The Witcher;Sekiro;Cyberpunk 2077;A;'Dark Souls' é famoso por sua alta dificuldade.
Games e tecnologia;Média;O que significa a sigla 'URL'?;User Response Link;Uniform Resource Locator;Universal Router Link;Utility Routing Language;B;URL é o endereço usado para acessar páginas da web.
Games e tecnologia;Média;Qual empresa desenvolveu o motor gráfico Unreal Engine?;Unity Technologies;Valve;Epic Games;Crytek;C;O Unreal Engine é mantido pela Epic Games.
Games e tecnologia;Média;Qual é o nome da assistente de voz da Microsoft?;Alexa;Siri;Cortana;Bixby;C;Cortana é integrada ao Windows.
Games e tecnologia;Média;Qual empresa criou o sistema Android?;Google;Microsoft;Apple;Nokia;A;O Android foi desenvolvido pela Android Inc. e adquirido pelo Google.
Games e tecnologia;Média;Qual jogo da Valve revolucionou o gênero de jogos de tiro multiplayer?;Half-Life;Team Fortress 2;Left 4 Dead;Counter-Strike;D;'Counter-Strike' é um dos shooters mais jogados do mundo.
Games e tecnologia;Média;O que é 'input lag'?;Erro no gráfico;Delay entre comando e resposta;Tempo de download;Falta de conexão;B;Input lag é o tempo entre o comando e a reação do jogo.
Games e tecnologia;Média;Qual é o nome da rede social focada em vídeos curtos?;Twitter;Facebook;Instagram;TikTok;D;TikTok é focada em vídeos curtos e virais.
Games e tecnologia;Média;O que significa 'cloud gaming'?;Jogar com gráficos em nuvem;Jogar via streaming sem precisar de console potente;Jogo sobre meteorologia;Backup de jogos;B;Cloud gaming permite jogar via internet sem console local.
Games e tecnologia;Média;Qual desses jogos se passa em Night City?;Cyberpunk 2077;Watch Dogs;Saints Row;Dishonored;A;Night City é a cidade futurista onde se passa Cyberpunk 2077.
Games e tecnologia;Média;Qual periférico usa sensores para captar movimento das mãos no VR?;Teclado;Controle VR;Mouse óptico;Scanner 3D;B;Os controles VR detectam movimentos em jogos de realidade virtual.
Games e tecnologia;Média;Qual é o nome da loja de jogos da Epic Games?;Origin;Steam;GOG;Epic Games Store;D;A Epic Games Store é uma plataforma digital de venda de jogos.
Games e tecnologia;Média;Qual foi o primeiro console da Sony?;PlayStation 1;PlayStation 2;PSP;PlayStation 3;A;O PlayStation 1 foi lançado em 1994.
Games e tecnologia;Média;Qual é o principal diferencial do Nintendo Switch?;Gráficos 4K;Jogos de realidade aumentada;Portabilidade e uso híbrido;Compatibilidade com celular;C;O Switch pode ser usado como console de mesa ou portátil.
Games e tecnologia;Média;Qual jogo foi responsável pelo crescimento do gênero Battle Royale?;Overwatch;PUBG;CS:GO;League of Legends;B;PUBG popularizou o formato Battle Royale antes de Fortnite.
Games e tecnologia;Difícil;Qual foi o primeiro console de videogame da história?;Atari 2600;Magnavox Odyssey;NES;Intellivision;B;O Magnavox Odyssey, lançado em 1972, foi o primeiro console doméstico da história.
Games e tecnologia;Difícil;Qual jogo popular foi lançado originalmente como um mod de 'Warcraft III'?;Dota 2;League of Legends;Heroes of the Storm;Smite;A;O Dota original foi um mod do Warcraft III chamado 'Defense of the Ancients'.
Games e tecnologia;Difícil;Qual foi o primeiro jogo a apresentar um 'Easter Egg'?;Adventure;Pong;Pac-Man;Space Invaders;A;O jogo 'Adventure' para Atari 2600 escondia o nome do desenvolvedor como um Easter Egg.
Games e tecnologia;Difícil;Qual empresa desenvolveu o jogo 'Shadow of the Colossus'?;Capcom;Team Ico;Square Enix;Kojima Productions;B;O Team Ico, estúdio interno da Sony, desenvolveu 'Shadow of the Colossus'.
Games e tecnologia;Difícil;Em que ano foi fundado o Google?;1995;1997;1998;2000;C;O Google foi fundado por Larry Page e Sergey Brin em setembro de 1998.
Games e tecnologia;Difícil;Qual linguagem de programação é mais utilizada para desenvolver jogos na Unreal Engine?;C#;Java;Python;C++;D;A Unreal Engine é desenvolvida em C++ e utiliza essa linguagem para scripts e performance.
Games e tecnologia;Difícil;Qual jogo é considerado o primeiro FPS em 3D?;Wolfenstein 3D;DOOM;Quake;Duke Nukem 3D;A;Wolfenstein 3D, lançado em 1992, é amplamente considerado o primeiro FPS em 3D.
Games e tecnologia;Difícil;O que significa o termo 'latência' em redes?;Velocidade do processador;Tempo de resposta da conexão;Capacidade de armazenamento;Consumo de energia;B;Latência é o tempo entre enviar um comando e receber uma resposta.
Games e tecnologia;Difícil;Quem foi o criador do jogo 'Tetris'?;Shigeru Miyamoto;Gabe Newell;Alexey Pajitnov;Sid Meier;C;O russo Alexey Pajitnov criou 'Tetris' em 1984.
Games e tecnologia;Difícil;Qual jogo foi o primeiro a utilizar gráficos em 3D poligonais?;Star Fox;Virtua Fighter;Battlezone;Final Fantasy VII;C;Battlezone, lançado em 1980, usava gráficos vetoriais tridimensionais.
Games e tecnologia;Difícil;Qual console popular utilizava discos em formato miniDVD?;Dreamcast;PlayStation 2;Nintendo GameCube;Wii;C;O GameCube usava discos em miniDVD para evitar pirataria.
Games e tecnologia;Difícil;Qual jogo possui uma inteligência artificial chamada GLaDOS?;Portal;Half-Life;Prey;BioShock;A;GLaDOS é a antagonista robótica da série 'Portal'.
Games e tecnologia;Difícil;Qual empresa criou o processador Ryzen?;Intel;NVIDIA;AMD;Qualcomm;C;A AMD lançou a linha de processadores Ryzen em 2017.
Games e tecnologia;Difícil;Qual o significado da sigla 'BIOS'?;Basic Integrated Operating System;Binary Input Output Software;Basic Input Output System;Boot Interface On Startup;C;A BIOS é o sistema que inicializa o hardware do computador.
Games e tecnologia;Difícil;Qual jogo popular da FromSoftware se passa em um Japão feudal fictício?;Elden Ring;Sekiro: Shadows Die Twice;Dark Souls;Ghost of Tsushima;B;'Sekiro' se passa em uma versão fantástica do Japão feudal.
Games e tecnologia;Difícil;Qual foi o primeiro jogo eletrônico a usar o termo 'metaverso' em seu conceito?;Habbo Hotel;Second Life;World of Warcraft;Minecraft;B;'Second Life' popularizou o conceito de mundos virtuais persistentes e sociais.
Games e tecnologia;Difícil;Qual dispositivo foi o primeiro console portátil com cartuchos substituíveis?;Game Gear;PSP;Nintendo DS;Game Boy;D;O Game Boy, lançado em 1989, usava cartuchos para diversos jogos.
Games e tecnologia;Difícil;Qual hacker famoso revelou programas de espionagem em 2013?;Julian Assange;Edward Snowden;Kevin Mitnick;Adrian Lamo;B;Edward Snowden revelou informações confidenciais da NSA.
Games e tecnologia;Difícil;Qual é o nome do chip gráfico presente nos consoles Xbox Series X e PS5?;Ampere;RDNA 2;Turing;Zen 3;B;Ambos consoles utilizam a arquitetura gráfica RDNA 2 da AMD.
Games e tecnologia;Difícil;Qual tecnologia de exibição substituiu os monitores CRT?;OLED;LED;LCD;Plasma;C;Os monitores LCD substituíram os CRT por serem mais finos e econômicos.